dataset,source_file,file_size_bytes,cell_id,form_factor,anode_material,cathode_material,electrolyte_material,nominal_capacity_in_Ah,depth_of_charge,depth_of_discharge,already_spent_cycles,max_voltage_limit_in_V,min_voltage_limit_in_V,max_current_limit_in_A,min_current_limit_in_A,reference,description,charge_protocol,discharge_protocol,SOC_interval,cycle_count,first_cycle_number,last_cycle_number,soc_interval_start,soc_interval_end,charge_step_count,charge_rate_min_C,charge_rate_max_C,charge_rate_mean_C,charge_current_max_A,charge_voltage_max_V,discharge_step_count,discharge_rate_min_C,discharge_rate_max_C,discharge_rate_mean_C,discharge_current_max_A,discharge_voltage_min_V,hardcoded_removed_indices,median_removed_indices
HUST,HUST/HUST_9-3.pkl,53802393,HUST_9-3,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,,,,"[{""current_in_A"": null, ""end_soc"": 0.8, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 5.0, ""start_soc"": 0.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}, {""current_in_A"": null, ""end_soc"": null, ""end_voltage_in_V"": 3.6, ""power_in_W"": null, ""rate_in_C"": 1.0, ""start_soc"": 0.8, ""start_voltage_in_V"": null, ""voltage_in_V"": null}, {""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": null, ""start_soc"": null, ""start_voltage_in_V"": 3.6, ""voltage_in_V"": 3.6}]","[{""current_in_A"": null, ""end_soc"": 0.6, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 3.0, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}, {""current_in_A"": null, ""end_soc"": 0.4, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 4.0, ""start_soc"": 0.6, ""start_voltage_in_V"": null, ""voltage_in_V"": null}, {""current_in_A"": null, ""end_soc"": 0.2, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 2.0, ""start_soc"": 0.4, ""start_voltage_in_V"": null, ""voltage_in_V"": null}, {""current_in_A"": null, ""end_soc"": null, ""end_voltage_in_V"": 2.0, ""power_in_W"": null, ""rate_in_C"": 1.0, ""start_soc"": 0.2, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0, 1]",1905,1.0,1905.0,0.0,1.0,3,1.0,5.0,3.0,,3.6,4,1.0,4.0,2.5,,,,
HUST,HUST/HUST_9-4.pkl,53031489,HUST_9-4,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,,,,"[{""current_in_A"": null, ""end_soc"": 0.8, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 5.0, ""start_soc"": 0.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}, {""current_in_A"": null, ""end_soc"": null, ""end_voltage_in_V"": 3.6, ""power_in_W"": null, ""rate_in_C"": 1.0, ""start_soc"": 0.8, ""start_voltage_in_V"": null, ""voltage_in_V"": null}, {""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": null, ""start_soc"": null, ""start_voltage_in_V"": 3.6, ""voltage_in_V"": 3.6}]","[{""current_in_A"": null, ""end_soc"": 0.6, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 3.0, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}, {""current_in_A"": null, ""end_soc"": 0.4, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 4.0, ""start_soc"": 0.6, ""start_voltage_in_V"": null, ""voltage_in_V"": null}, {""current_in_A"": null, ""end_soc"": 0.2, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 3.0, ""start_soc"": 0.4, ""start_voltage_in_V"": null, ""voltage_in_V"": null}, {""current_in_A"": null, ""end_soc"": null, ""end_voltage_in_V"": 2.0, ""power_in_W"": null, ""rate_in_C"": 1.0, ""start_soc"": 0.2, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0, 1]",1975,1.0,1975.0,0.0,1.0,3,1.0,5.0,3.0,,3.6,4,1.0,4.0,2.75,,,,
HUST,HUST/HUST_9-5.pkl,55943702,HUST_9-5,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,,,,"[{""current_in_A"": null, ""end_soc"": 0.8, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 5.0, ""start_soc"": 0.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}, {""current_in_A"": null, ""end_soc"": null, ""end_voltage_in_V"": 3.6, ""power_in_W"": null, ""rate_in_C"": 1.0, ""start_soc"": 0.8, ""start_voltage_in_V"": null, ""voltage_in_V"": null}, {""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": null, ""start_soc"": null, ""start_voltage_in_V"": 3.6, ""voltage_in_V"": 3.6}]","[{""current_in_A"": null, ""end_soc"": 0.6, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 3.0, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}, {""current_in_A"": null, ""end_soc"": 0.4, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 4.0, ""start_soc"": 0.6, ""start_voltage_in_V"": null, ""voltage_in_V"": null}, {""current_in_A"": null, ""end_soc"": 0.2, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 4.0, ""start_soc"": 0.4, ""start_voltage_in_V"": null, ""voltage_in_V"": null}, {""current_in_A"": null, ""end_soc"": null, ""end_voltage_in_V"": 2.0, ""power_in_W"": null, ""rate_in_C"": 1.0, ""start_soc"": 0.2, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0, 1]",2168,1.0,2168.0,0.0,1.0,3,1.0,5.0,3.0,,3.6,4,1.0,4.0,3.0,,,,
HUST,HUST/HUST_9-6.pkl,43904004,HUST_9-6,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,,,,"[{""current_in_A"": null, ""end_soc"": 0.8, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 5.0, ""start_soc"": 0.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}, {""current_in_A"": null, ""end_soc"": null, ""end_voltage_in_V"": 3.6, ""power_in_W"": null, ""rate_in_C"": 1.0, ""start_soc"": 0.8, ""start_voltage_in_V"": null, ""voltage_in_V"": null}, {""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": null, ""start_soc"": null, ""start_voltage_in_V"": 3.6, ""voltage_in_V"": 3.6}]","[{""current_in_A"": null, ""end_soc"": 0.6, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 3.0, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}, {""current_in_A"": null, ""end_soc"": 0.4, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 4.0, ""start_soc"": 0.6, ""start_voltage_in_V"": null, ""voltage_in_V"": null}, {""current_in_A"": null, ""end_soc"": 0.2, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 5.0, ""start_soc"": 0.4, ""start_voltage_in_V"": null, ""voltage_in_V"": null}, {""current_in_A"": null, ""end_soc"": null, ""end_voltage_in_V"": 2.0, ""power_in_W"": null, ""rate_in_C"": 1.0, ""start_soc"": 0.2, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0, 1]",1742,1.0,1742.0,0.0,1.0,3,1.0,5.0,3.0,,3.6,4,1.0,5.0,3.25,,,,
HUST,HUST/HUST_9-7.pkl,61986455,HUST_9-7,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,,,,"[{""current_in_A"": null, ""end_soc"": 0.8, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 5.0, ""start_soc"": 0.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}, {""current_in_A"": null, ""end_soc"": null, ""end_voltage_in_V"": 3.6, ""power_in_W"": null, ""rate_in_C"": 1.0, ""start_soc"": 0.8, ""start_voltage_in_V"": null, ""voltage_in_V"": null}, {""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": null, ""start_soc"": null, ""start_voltage_in_V"": 3.6, ""voltage_in_V"": 3.6}]","[{""current_in_A"": null, ""end_soc"": 0.6, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 3.0, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}, {""current_in_A"": null, ""end_soc"": 0.4, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 5.0, ""start_soc"": 0.6, ""start_voltage_in_V"": null, ""voltage_in_V"": null}, {""current_in_A"": null, ""end_soc"": 0.2, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 1.0, ""start_soc"": 0.4, ""start_voltage_in_V"": null, ""voltage_in_V"": null}, {""current_in_A"": null, ""end_soc"": null, ""end_voltage_in_V"": 2.0, ""power_in_W"": null, ""rate_in_C"": 1.0, ""start_soc"": 0.2, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0, 1]",2012,1.0,2012.0,0.0,1.0,3,1.0,5.0,3.0,,3.6,4,1.0,5.0,2.5,,,,
HUST,HUST/HUST_9-8.pkl,62986175,HUST_9-8,cylindrical_18650,graphite,LFP,,1.1,1.0,1.0,0,3.6,2.0,,,,,"[{""current_in_A"": null, ""end_soc"": 0.8, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 5.0, ""start_soc"": 0.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}, {""current_in_A"": null, ""end_soc"": null, ""end_voltage_in_V"": 3.6, ""power_in_W"": null, ""rate_in_C"": 1.0, ""start_soc"": 0.8, ""start_voltage_in_V"": null, ""voltage_in_V"": null}, {""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": null, ""start_soc"": null, ""start_voltage_in_V"": 3.6, ""voltage_in_V"": 3.6}]","[{""current_in_A"": null, ""end_soc"": 0.6, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 3.0, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}, {""current_in_A"": null, ""end_soc"": 0.4, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 5.0, ""start_soc"": 0.6, ""start_voltage_in_V"": null, ""voltage_in_V"": null}, {""current_in_A"": null, ""end_soc"": 0.2, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 2.0, ""start_soc"": 0.4, ""start_voltage_in_V"": null, ""voltage_in_V"": null}, {""current_in_A"": null, ""end_soc"": null, ""end_voltage_in_V"": 2.0, ""power_in_W"": null, ""rate_in_C"": 1.0, ""start_soc"": 0.2, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0, 1]",2308,1.0,2308.0,0.0,1.0,3,1.0,5.0,3.0,,3.6,4,1.0,5.0,2.75,,,,
ISU_ILCC,ISU_ILCC/ISU-ILCC_G10C1.pkl,94739754,ISU-ILCC_G10C1, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 2.5, ""start_soc"": 0.4596232222222223, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.46661722222222224, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.5, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0.4596232222222223, 1]",2035,1.0,2035.0,0.4596232222222223,1.0,1,2.5,2.5,2.5,,,1,0.5,0.5,0.5,,,,
ISU_ILCC,ISU_ILCC/ISU-ILCC_G10C2.pkl,113105839,ISU-ILCC_G10C2, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 2.5, ""start_soc"": 0.45424066666666674, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.456476, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.5, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0.45424066666666674, 1]",2358,1.0,2358.0,0.45424066666666674,1.0,1,2.5,2.5,2.5,,,1,0.5,0.5,0.5,,,,
ISU_ILCC,ISU_ILCC/ISU-ILCC_G10C3.pkl,94719377,ISU-ILCC_G10C3, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 2.5, ""start_soc"": 0.44299355555555553, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.4479062222222222, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.5, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0.44299355555555553, 1]",1952,1.0,1952.0,0.44299355555555553,1.0,1,2.5,2.5,2.5,,,1,0.5,0.5,0.5,,,,
ISU_ILCC,ISU_ILCC/ISU-ILCC_G10C4.pkl,175145500,ISU-ILCC_G10C4, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 2.5, ""start_soc"": 0.473996, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.4798958888888889, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.5, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0.473996, 1]",3912,1.0,3912.0,0.473996,1.0,1,2.5,2.5,2.5,,,1,0.5,0.5,0.5,,,,
ISU_ILCC,ISU_ILCC/ISU-ILCC_G12C1.pkl,107294985,ISU-ILCC_G12C1, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 3.0, ""start_soc"": 0.6590386666666667, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.6630073333333333, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.5, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0.6590386666666667, 1]",3281,1.0,3281.0,0.6590386666666667,1.0,1,3.0,3.0,3.0,,,1,0.5,0.5,0.5,,,,
ISU_ILCC,ISU_ILCC/ISU-ILCC_G12C2.pkl,53034188,ISU-ILCC_G12C2, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 3.0, ""start_soc"": 0.6610036666666667, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.6649069999999999, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.5, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0.6610036666666667, 1]",1518,1.0,1518.0,0.6610036666666667,1.0,1,3.0,3.0,3.0,,,1,0.5,0.5,0.5,,,,
ISU_ILCC,ISU_ILCC/ISU-ILCC_G12C3.pkl,95550037,ISU-ILCC_G12C3, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 3.0, ""start_soc"": 0.6787155555555555, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.6883314444444444, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.5, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0.6787155555555555, 1]",2972,1.0,2972.0,0.6787155555555555,1.0,1,3.0,3.0,3.0,,,1,0.5,0.5,0.5,,,,
ISU_ILCC,ISU_ILCC/ISU-ILCC_G12C4.pkl,158662928,ISU-ILCC_G12C4, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 3.0, ""start_soc"": 0.6681755555555555, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.6732708888888889, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.5, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0.6681755555555555, 1]",4920,1.0,4920.0,0.6681755555555555,1.0,1,3.0,3.0,3.0,,,1,0.5,0.5,0.5,,,,
ISU_ILCC,ISU_ILCC/ISU-ILCC_G13C1.pkl,89600896,ISU-ILCC_G13C1, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 3.0, ""start_soc"": 0.4647407777777778, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.4767932222222222, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.5, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0.4647407777777778, 1]",1943,1.0,1943.0,0.4647407777777778,1.0,1,3.0,3.0,3.0,,,1,0.5,0.5,0.5,,,,
ISU_ILCC,ISU_ILCC/ISU-ILCC_G13C2.pkl,146939945,ISU-ILCC_G13C2, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 3.0, ""start_soc"": 0.450597, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.4535056666666667, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.5, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0.450597, 1]",3107,1.0,3107.0,0.450597,1.0,1,3.0,3.0,3.0,,,1,0.5,0.5,0.5,,,,
ISU_ILCC,ISU_ILCC/ISU-ILCC_G13C3.pkl,89133988,ISU-ILCC_G13C3, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 3.0, ""start_soc"": 0.455773, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.4594406666666666, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.5, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0.455773, 1]",1788,1.0,1788.0,0.455773,1.0,1,3.0,3.0,3.0,,,1,0.5,0.5,0.5,,,,
ISU_ILCC,ISU_ILCC/ISU-ILCC_G13C4.pkl,89384079,ISU-ILCC_G13C4, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 3.0, ""start_soc"": 0.45383033333333334, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.46220644444444436, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.5, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0.45383033333333334, 1]",1886,1.0,1886.0,0.45383033333333334,1.0,1,3.0,3.0,3.0,,,1,0.5,0.5,0.5,,,,
ISU_ILCC,ISU_ILCC/ISU-ILCC_G14C1.pkl,28766457,ISU-ILCC_G14C1, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 3.0, ""start_soc"": 0.22056944444444448, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.21790833333333326, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.5, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0.22056944444444448, 1]",420,1.0,420.0,0.22056944444444448,1.0,1,3.0,3.0,3.0,,,1,0.5,0.5,0.5,,,,
ISU_ILCC,ISU_ILCC/ISU-ILCC_G14C2.pkl,16658241,ISU-ILCC_G14C2, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 3.0, ""start_soc"": 0.228908, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.24064155555555555, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.5, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0.228908, 1]",250,1.0,250.0,0.228908,1.0,1,3.0,3.0,3.0,,,1,0.5,0.5,0.5,,,,
ISU_ILCC,ISU_ILCC/ISU-ILCC_G14C3.pkl,11146722,ISU-ILCC_G14C3, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 3.0, ""start_soc"": 0.23695044444444446, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.2533548888888889, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.5, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0.23695044444444446, 1]",168,1.0,168.0,0.23695044444444446,1.0,1,3.0,3.0,3.0,,,1,0.5,0.5,0.5,,,,
ISU_ILCC,ISU_ILCC/ISU-ILCC_G14C4.pkl,11130108,ISU-ILCC_G14C4, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 3.0, ""start_soc"": 0.22577366666666676, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.23877522222222214, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.5, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0.22577366666666676, 1]",168,1.0,168.0,0.22577366666666676,1.0,1,3.0,3.0,3.0,,,1,0.5,0.5,0.5,,,,
ISU_ILCC,ISU_ILCC/ISU-ILCC_G16C1.pkl,92796222,ISU-ILCC_G16C1, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.5, ""start_soc"": 0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 1, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.5, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0, 1]",745,1.0,745.0,0.0,1.0,1,0.5,0.5,0.5,,,1,0.5,0.5,0.5,,,,
ISU_ILCC,ISU_ILCC/ISU-ILCC_G16C2.pkl,92115792,ISU-ILCC_G16C2, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.5, ""start_soc"": 0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 1, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.5, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0, 1]",679,1.0,679.0,0.0,1.0,1,0.5,0.5,0.5,,,1,0.5,0.5,0.5,,,,
ISU_ILCC,ISU_ILCC/ISU-ILCC_G16C3.pkl,92361198,ISU-ILCC_G16C3, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.5, ""start_soc"": 0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 1, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.5, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0, 1]",698,1.0,698.0,0.0,1.0,1,0.5,0.5,0.5,,,1,0.5,0.5,0.5,,,,
ISU_ILCC,ISU_ILCC/ISU-ILCC_G16C4.pkl,92954704,ISU-ILCC_G16C4, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.5, ""start_soc"": 0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 1, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.5, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0, 1]",723,1.0,723.0,0.0,1.0,1,0.5,0.5,0.5,,,1,0.5,0.5,0.5,,,,
ISU_ILCC,ISU_ILCC/ISU-ILCC_G17C1.pkl,102748535,ISU-ILCC_G17C1, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 1.0, ""start_soc"": 0.2511358888888888, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.25202766666666665, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.5, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0.2511358888888888, 1]",1466,1.0,1466.0,0.2511358888888888,1.0,1,1.0,1.0,1.0,,,1,0.5,0.5,0.5,,,,
