cell_id,form_factor,anode_material,cathode_material,electrolyte_material,nominal_capacity_in_Ah,depth_of_charge,depth_of_discharge,already_spent_cycles,max_voltage_limit_in_V,min_voltage_limit_in_V,max_current_limit_in_A,min_current_limit_in_A
ISU-ILCC_G32C3, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G32C4, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G33C1, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G33C2, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G33C3, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G33C4, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G34C1, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G34C2, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G34C3, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G34C4, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G35C1, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G35C2, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G35C3, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G35C4, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G36C1, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G36C2, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G36C3, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G36C4, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G37C1, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G37C2, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G37C3, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G37C4, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G38C1, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G38C2, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G38C3, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G38C4, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G39C1, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G39C2, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G39C3, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G39C4, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G40C1, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G40C2, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G40C3, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G40C4, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G41C1, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G41C2, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G41C3, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G41C4, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G42C1, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G42C2, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G42C3, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G43C1, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G43C2, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G43C3, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G43C4, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G44C1, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G44C2, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G44C3, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G44C4, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G45C1, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G45C2, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G45C3, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G45C4, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G46C1, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G46C2, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G46C3, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G46C4, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G47C1, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G47C2, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G47C3, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G47C4, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G48C1, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G48C2, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G48C3, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G48C4, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G49C1, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G49C2, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G49C3, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G49C4, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G50C1, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G50C2, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G50C3, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G50C4, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G51C1, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G51C2, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G51C3, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G51C4, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G52C1, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G52C2, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G52C3, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G52C4, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G53C1, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G53C2, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G53C3, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G53C4, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G54C1, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G54C2, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G54C3, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G54C4, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G55C1, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G55C2, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G55C3, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G55C4, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G56C1, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G56C2, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G56C3, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G56C4, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G57C1, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G57C2, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G57C3, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G57C4, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G58C1, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G58C2, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G58C3, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G58C4, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G59C1, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G59C2, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G59C3, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G59C4, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G60C1, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G60C2, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G60C3, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G60C4, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G61C2, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G61C3, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G61C4, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G62C1, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G62C2, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G62C3, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G62C4, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G63C1, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G63C2, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G63C3, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G63C4, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G64C1, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G64C2, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G64C3, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
ISU-ILCC_G64C4, 502030-size Li-polymer,graphite,NMC,,0.25,1.0,1.0,0,4.2,3.0,,
MATR_b1c0,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b1c1,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b1c2,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b1c3,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b1c4,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b1c5,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b1c6,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b1c7,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b1c9,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b1c11,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b1c14,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b1c15,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b1c16,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b1c17,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b1c18,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b1c19,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b1c20,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b1c21,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b1c23,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b1c24,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b1c25,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b1c26,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b1c27,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b1c28,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b1c29,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b1c30,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b1c31,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b1c32,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b1c33,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b1c34,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b1c35,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b1c36,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b1c37,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b1c38,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b1c39,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b1c40,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b1c41,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b1c42,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b1c43,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b1c44,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b1c45,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b2c0,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b2c1,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b2c2,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b2c3,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b2c4,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b2c5,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b2c6,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b2c10,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b2c11,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b2c12,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b2c13,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b2c14,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b2c17,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b2c18,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b2c19,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b2c20,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b2c21,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b2c22,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b2c23,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b2c24,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b2c25,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b2c26,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b2c27,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b2c28,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b2c29,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b2c30,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b2c31,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b2c32,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b2c33,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b2c34,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b2c35,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b2c36,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b2c37,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b2c38,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b2c39,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b2c40,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b2c41,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b2c42,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b2c43,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b2c44,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b2c45,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b2c46,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b2c47,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b3c0,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b3c1,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b3c3,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b3c4,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b3c5,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b3c6,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b3c7,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b3c8,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b3c9,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b3c10,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b3c11,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b3c12,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b3c13,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b3c14,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b3c15,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b3c16,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b3c17,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b3c18,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b3c19,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b3c20,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b3c21,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b3c22,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b3c24,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b3c25,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b3c26,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b3c27,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b3c28,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b3c29,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b3c30,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b3c31,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b3c33,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b3c34,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b3c35,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
